age,education,wage
24,2. HS Grad,66.23309573
27,1. < HS Grad,66.22940829
25,1. < HS Grad,66.22940829
24,2. HS Grad,66.22940829
28,2. HS Grad,66.22940829
31,2. HS Grad,66.22940829
28,2. HS Grad,66.22940829
24,2. HS Grad,66.22940829
23,2. HS Grad,66.22940829
33,3. Some College,66.22940829
48,2. HS Grad,66.22940829
27,1. < HS Grad,66.22940829
55,5. Advanced Degree,66.04469423
22,4. College Grad,66.04469423
45,3. Some College,65.26143902
33,2. HS Grad,65.11462388
34,2. HS Grad,65.11085372
51,2. HS Grad,65.11085372
27,1. < HS Grad,65.11085372
49,2. HS Grad,65.11085372
47,2. HS Grad,65.11085372
58,2. HS Grad,65.11085372
23,3. Some College,65.11085372
40,1. < HS Grad,65.11085372
27,2. HS Grad,65.11085372
61,2. HS Grad,65.11085372
19,1. < HS Grad,65.11085372
35,2. HS Grad,65.11085372
54,1. < HS Grad,65.11085372
48,2. HS Grad,65.11085372
52,4. College Grad,65.11085372
42,2. HS Grad,65.11085372
23,1. < HS Grad,65.11085372
20,2. HS Grad,65.11085372
19,1. < HS Grad,65.11085372
47,4. College Grad,65.11085372
45,2. HS Grad,65.11085372
35,1. < HS Grad,65.11085372
35,1. < HS Grad,65.11085372
43,2. HS Grad,65.11085372
40,2. HS Grad,65.11085372
43,1. < HS Grad,65.11085372
31,1. < HS Grad,65.11085372
18,1. < HS Grad,65.11085372
23,1. < HS Grad,65.11085372
54,1. < HS Grad,65.11085372
32,1. < HS Grad,65.11085372
36,2. HS Grad,65.11085372
39,2. HS Grad,65.11085372
52,5. Advanced Degree,65.11085372
43,1. < HS Grad,65.11085372
44,2. HS Grad,65.11085372
41,2. HS Grad,65.11085372
43,2. HS Grad,65.11085372
37,2. HS Grad,65.11085372
25,4. College Grad,65.11085372
57,2. HS Grad,65.11085372
48,1. < HS Grad,64.86896919
28,2. HS Grad,64.54207487
20,2. HS Grad,64.35102457
63,3. Some College,64.27439722
25,2. HS Grad,64.15923257
33,1. < HS Grad,63.96669083
33,2. HS Grad,63.7733912
36,5. Advanced Degree,63.188861
24,3. Some College,63.188861
35,1. < HS Grad,63.188861
55,4. College Grad,63.188861
27,3. Some College,63.188861
22,3. Some College,63.188861
39,2. HS Grad,63.188861
21,2. HS Grad,63.188861
30,2. HS Grad,63.188861
22,4. College Grad,63.188861
39,2. HS Grad,63.09271673
33,2. HS Grad,62.91365497
38,1. < HS Grad,62.39835472
29,4. College Grad,62.23868126
36,2. HS Grad,62.19867943
35,1. < HS Grad,62.19867943
62,1. < HS Grad,62.03030461
23,3. Some College,61.59458318
58,2. HS Grad,61.59458318
23,4. College Grad,61.18752643
47,1. < HS Grad,61.18752643
25,2. HS Grad,61.18752643
31,2. HS Grad,61.18752643
20,2. HS Grad,61.18752643
28,1. < HS Grad,61.18752643
29,4. College Grad,61.18752643
27,2. HS Grad,61.18752643
32,2. HS Grad,61.18752643
52,2. HS Grad,61.18752643
50,2. HS Grad,61.05242105
36,4. College Grad,60.73977852
34,3. Some College,60.15412466
56,2. HS Grad,60.15412466
25,2. HS Grad,59.73422334
29,2. HS Grad,59.62864555
30,1. < HS Grad,59.62864555
22,2. HS Grad,59.09706408
35,1. < HS Grad,59.09706408
20,3. Some College,59.09706408
20,2. HS Grad,59.09706408
44,2. HS Grad,59.09706408
24,3. Some College,59.09706408
30,2. HS Grad,59.09706408
67,2. HS Grad,59.09706408
58,5. Advanced Degree,59.09706408
22,3. Some College,59.09706408
50,2. HS Grad,59.09706408
60,1. < HS Grad,59.09706408
35,2. HS Grad,59.09706408
18,3. Some College,59.09706408
23,2. HS Grad,59.09706408
35,3. Some College,59.09706408
51,2. HS Grad,59.03285483
37,3. Some College,58.01478201
49,2. HS Grad,57.97094218
37,2. HS Grad,57.46364704
33,3. Some College,57.35259108
61,2. HS Grad,56.90553914
28,4. College Grad,56.90553914
32,3. Some College,56.90553914
26,2. HS Grad,56.90553914
42,1. < HS Grad,56.90553914
36,2. HS Grad,56.90553914
34,2. HS Grad,56.90553914
25,3. Some College,56.45386498
56,5. Advanced Degree,56.45386498
18,2. HS Grad,55.99743383
21,2. HS Grad,55.76739051
60,2. HS Grad,55.76739051
63,4. College Grad,55.53610442
33,2. HS Grad,55.06972842
50,4. College Grad,54.59815003
55,1. < HS Grad,54.59815003
47,2. HS Grad,54.59815003
53,1. < HS Grad,54.59815003
46,1. < HS Grad,54.59815003
28,1. < HS Grad,54.59815003
19,2. HS Grad,54.59815003
36,2. HS Grad,54.59815003
32,1. < HS Grad,54.59815003
25,3. Some College,54.59815003
25,2. HS Grad,54.59815003
50,2. HS Grad,54.59815003
21,2. HS Grad,54.59815003
37,4. College Grad,54.59815003
23,2. HS Grad,54.59815003
19,1. < HS Grad,54.59815003
58,1. < HS Grad,54.59815003
28,3. Some College,54.59815003
27,4. College Grad,54.59815003
43,1. < HS Grad,54.59815003
23,1. < HS Grad,54.59815003
25,4. College Grad,54.59815003
22,2. HS Grad,54.59815003
59,1. < HS Grad,54.1212054
22,4. College Grad,54.02996518
21,2. HS Grad,53.63872202
75,1. < HS Grad,53.39534689
30,3. Some College,53.02755112
24,2. HS Grad,52.40706405
52,2. HS Grad,52.15617117
19,2. HS Grad,51.90369627
49,2. HS Grad,51.75144037
24,1. < HS Grad,51.52195631
47,2. HS Grad,51.23965492
50,2. HS Grad,50.41192284
40,2. HS Grad,50.40666086
70,4. College Grad,50.35400164
64,4. College Grad,49.55533812
18,1. < HS Grad,49.55533812
43,2. HS Grad,49.55533812
46,2. HS Grad,49.55533812
21,3. Some College,49.55533812
48,2. HS Grad,49.55533812
23,2. HS Grad,49.55533812
42,2. HS Grad,49.55533812
32,4. College Grad,49.55533812
25,4. College Grad,49.55533812
48,2. HS Grad,48.18565022
38,2. HS Grad,48.18565022
32,3. Some College,47.93367133
49,2. HS Grad,47.90556704
52,1. < HS Grad,47.74778451
39,2. HS Grad,47.3389061
52,4. College Grad,46.7632688
55,4. College Grad,46.7632688
50,1. < HS Grad,46.7632688
20,3. Some College,46.36650274
43,1. < HS Grad,45.28216999
22,3. Some College,44.97829203
31,2. HS Grad,43.73511168
22,3. Some College,43.73511168
44,2. HS Grad,43.73511168
19,3. Some College,43.73511168
20,2. HS Grad,43.73511168
24,4. College Grad,43.73511168
46,2. HS Grad,43.73511168
40,2. HS Grad,43.73511168
18,1. < HS Grad,41.7049905
19,3. Some College,41.44121303
45,5. Advanced Degree,41.09980363
31,1. < HS Grad,40.40566526
23,1. < HS Grad,40.40566526
69,2. HS Grad,40.40566526
56,4. College Grad,40.40566526
73,1. < HS Grad,40.19437052
41,5. Advanced Degree,38.60591452
26,4. College Grad,38.22358282
23,4. College Grad,36.6737042
45,4. College Grad,36.6737042
43,2. HS Grad,36.6737042
23,3. Some College,35.03342132
60,2. HS Grad,35.03342132
28,4. College Grad,34.60741773
22,3. Some College,34.60741773
37,2. HS Grad,34.60741773
22,2. HS Grad,34.60741773
42,4. College Grad,32.36641317
58,4. College Grad,32.36641317
58,2. HS Grad,32.36641317
22,3. Some College,32.36641317
19,2. HS Grad,31.41099627
19,3. Some College,30.92375269
21,2. HS Grad,29.3769761
40,2. HS Grad,27.14057921
19,1. < HS Grad,27.14057921
23,3. Some College,27.14057921
47,2. HS Grad,27.14057921
62,3. Some College,25.2910081
38,3. Some College,23.95294448
48,2. HS Grad,23.95294448
27,2. HS Grad,23.27470405
52,3. Some College,22.96240068
33,1. < HS Grad,20.93437794
43,3. Some College,20.08553692
